Product name,Plan name,Purchase date,Status,Redeem date,Refund date,Transfer date
Evolup,License Tier 6,"December 01, 2024",activated,"January 30, 2025",,
Straico,License Tier 3,"November 30, 2024",activated,"January 29, 2025",,
Boost.space,License Tier 4,"November 28, 2024",activated,"April 10, 2025",,
Boost.space,License Tier 4,"November 27, 2024",activated,"April 10, 2025",,
Boost.space,License Tier 4,"November 27, 2024",activated,"April 10, 2025",,
Boost.space,License Tier 4,"November 27, 2024",activated,"January 26, 2025",,
Boost.space,License Tier 4,"November 26, 2024",activated,"January 25, 2025",,
Boost.space,License Tier 4,"November 25, 2024",activated,"January 24, 2025",,
NoCodeBackend,Plan 4,"November 24, 2024",activated,"January 23, 2025",,
Trafft,License Tier 7,"November 23, 2024",activated,"January 22, 2025",,
Animazer,Code-based,"November 10, 2024",redeemed,"January 09, 2025",,
Animazer,Code-based,"November 10, 2024",redeemed,"January 09, 2025",,
JoggAI - Plus Exclusive,License Tier 3,"October 29, 2024",activated,"December 28, 2024",,
Claspo,License Tier 5,"October 28, 2024",activated,"December 27, 2024",,
AahSheet,License Tier 2,"October 24, 2024",activated,"December 23, 2024",,
AppMySite,License Tier 5,"October 21, 2024",activated,"December 20, 2024",,
Dukaan,License Tier 3,"October 10, 2024",activated,"December 09, 2024",,
InVideo Studio,Code-based,"September 21, 2024",expired,"November 20, 2024",,
YeetDL - Plus exclusive,Code-based,"September 12, 2024",expired,"November 11, 2024",,
Taja,Code-based,"September 04, 2024",redeemed,"November 03, 2024",,
Taja,Code-based,"September 04, 2024",redeemed,"November 03, 2024",,
Taja,Code-based,"September 04, 2024",redeemed,"November 03, 2024",,
Taja,Code-based,"September 04, 2024",redeemed,"November 03, 2024",,
Easy Text Marketing Agency Platform,Code-based,"August 30, 2024",redeemed,"October 29, 2024",,
Easy Text Marketing Agency Platform,Code-based,"August 30, 2024",redeemed,"October 29, 2024",,
Easy Text Marketing Agency Platform,Code-based,"August 30, 2024",redeemed,"October 29, 2024",,
Easy Text Marketing Agency Platform,Code-based,"August 30, 2024",redeemed,"October 29, 2024",,
Easy Text Marketing Agency Platform,Code-based,"August 30, 2024",redeemed,"October 29, 2024",,
Quickads,License Tier 5,"August 24, 2024",activated,"October 23, 2024",,
Databar,License Tier 4,"August 22, 2024",activated,"October 21, 2024",,
Boardmix,License Tier 3,"August 10, 2024",activated,"October 09, 2024",,
TeliportMe Virtual Tours,Code-based,"August 08, 2024",redeemed,"October 07, 2024",,
TeliportMe Virtual Tours,Code-based,"August 08, 2024",redeemed,"October 07, 2024",,
TeliportMe Virtual Tours,Code-based,"August 08, 2024",redeemed,"October 07, 2024",,
TeliportMe Virtual Tours,Code-based,"August 08, 2024",redeemed,"October 07, 2024",,
TeliportMe Virtual Tours,Code-based,"August 08, 2024",redeemed,"October 07, 2024",,
Fintable,Code-based,"July 31, 2024",expired,"September 29, 2024",,
Fintable,Code-based,"July 31, 2024",redeemed,"September 29, 2024",,
AffSync,Code-based,"July 11, 2024",expired,"September 09, 2024",,
AppSumo's Mint Marketing Plan,Code-based,"June 15, 2024",expired,"August 14, 2024",,
ElectroNeek,License Tier 5,"June 13, 2024",activated,"August 12, 2024",,
Million Dollar Email Templates 2.0,Million Dollar Email Templates 2.0,"June 12, 2024",activated,"August 11, 2024",,
EmailDelivery.com,License Tier 3,"June 11, 2024",activated,"August 10, 2024",,
ReelCraft,License Tier 3,"June 10, 2024",activated,"August 09, 2024",,
Maekersuite,License Tier 3,"June 10, 2024",activated,"August 09, 2024",,
"Insighto.ai - AI Chatbot & Voice Agents for GHL, WhatsApp, SMS and More",Code-based,"June 08, 2024",redeemed,"August 07, 2024",,
"Insighto.ai - AI Chatbot & Voice Agents for GHL, WhatsApp, SMS and More",Code-based,"June 08, 2024",redeemed,"August 07, 2024",,
"Insighto.ai - AI Chatbot & Voice Agents for GHL, WhatsApp, SMS and More",Code-based,"June 08, 2024",redeemed,"August 07, 2024",,
"Insighto.ai - AI Chatbot & Voice Agents for GHL, WhatsApp, SMS and More",Code-based,"June 08, 2024",redeemed,"August 07, 2024",,
Flexi Domain,License Tier 4,"May 28, 2024",activated,"July 27, 2024",,
Zebracat,License Tier 2,"May 14, 2024",activated,"July 13, 2024",,
Documentero - Document Automation & Generation Software,Code-based,"April 22, 2024",redeemed,"June 21, 2024",,
Documentero - Document Automation & Generation Software,Code-based,"April 22, 2024",redeemed,"June 21, 2024",,
Documentero - Document Automation & Generation Software,Code-based,"April 22, 2024",redeemed,"June 21, 2024",,
My Digital CMO,Code-based,"April 22, 2024",expired,"June 21, 2024",,
My Digital CMO,Code-based,"April 22, 2024",redeemed,"June 21, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Certopus,Code-based,"April 18, 2024",redeemed,"June 17, 2024",,
Million Dollar Weekend: The Journal,Digital Download,"April 17, 2024",expired,"June 16, 2024",,
Sidekick Browser,License Tier 3,"April 09, 2024",activated,"June 08, 2024",,
AppSumo Plus Yearly Plan,,"April 08, 2024",expired,,,
Pixso,License Tier 4,"April 06, 2024",activated,"June 05, 2024",,
Xound,License Tier 2,"March 31, 2024",activated,"May 30, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",redeemed,"May 23, 2024",,
SparkReceipt,Code-based,"March 24, 2024",expired,"May 23, 2024",,
Autobound,Code-based,"March 22, 2024",redeemed,"May 21, 2024",,
Autobound,Code-based,"March 22, 2024",redeemed,"May 21, 2024",,
Autobound,Code-based,"March 22, 2024",redeemed,"May 21, 2024",,
Autobound,Code-based,"March 22, 2024",redeemed,"May 21, 2024",,
Autobound,Code-based,"March 22, 2024",expired,"May 21, 2024",,
Marky,License Tier 3,"March 20, 2024",activated,"May 19, 2024",,
OVTLYR,License Tier 1,"March 16, 2024",activated,"May 15, 2024",,
ClickConnector,License Tier 3,"March 13, 2024",activated,"May 12, 2024",,
Rhym,License Tier 4,"March 12, 2024",activated,"May 11, 2024",,
pxl.to - Plus exclusive,Code-based,"March 10, 2024",expired,"May 09, 2024",,
pxl.to - Plus exclusive,Code-based,"March 10, 2024",expired,"May 09, 2024",,
pxl.to - Plus exclusive,Code-based,"March 10, 2024",expired,"May 09, 2024",,
Minvo,License Tier 3,"March 06, 2024",activated,"May 05, 2024",,
BIGVU,Code-based,"March 05, 2024",redeemed,"May 04, 2024",,
BIGVU,Code-based,"March 05, 2024",redeemed,"May 04, 2024",,
Frontly,License Tier 5,"March 04, 2024",activated,"May 03, 2024",,
OneTake AI,License Tier 3,"March 01, 2024",activated,"April 30, 2024",,
Skyblue Analytics,Code-based,"February 29, 2024",expired,"April 29, 2024",,
Pulsetic,License Tier 3,"February 27, 2024",activated,"April 27, 2024",,
BLAZE Transfer,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
BLAZE Transfer,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
BLAZE Transfer,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
BLAZE Transfer,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
BLAZE Transfer,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
Vitepos - point of sale (POS),Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
More Good Reviews,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
More Good Reviews,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
More Good Reviews,Code-based,"February 27, 2024",redeemed,"April 27, 2024",,
BrandBay,License Tier 4,"February 25, 2024",activated,"April 25, 2024",,
Anny.trade,License Tier 2,"February 23, 2024",activated,"April 23, 2024",,
How to create your first CRM if you're starting a business – Plus exclusive Masterclass,Digital Download,"February 22, 2024",expired,"April 22, 2024",,
Lindo Ai,License Tier 5,"February 18, 2024",activated,"April 18, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
SuiteDash,Code-based,"February 15, 2024",redeemed,"April 15, 2024",,
ProductLift,Code-based,"February 14, 2024",redeemed,"April 14, 2024",,
ProductLift,Code-based,"February 14, 2024",redeemed,"April 14, 2024",,
ProductLift,Code-based,"February 14, 2024",redeemed,"April 14, 2024",,
ProductLift,Code-based,"February 14, 2024",redeemed,"April 14, 2024",,
ProductLift,Code-based,"February 14, 2024",redeemed,"April 14, 2024",,
Partnero,License Tier 3,"February 13, 2024",activated,"April 13, 2024",,
Claritee,Code-based,"February 13, 2024",redeemed,"April 13, 2024",,
Claritee,Code-based,"February 13, 2024",redeemed,"April 13, 2024",,
Claritee,Code-based,"February 13, 2024",redeemed,"April 13, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
SuiteDash,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Ideanote,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Guidejar,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
Guidejar,Code-based,"February 12, 2024",redeemed,"April 12, 2024",,
AITable.ai,License Tier 5,"February 12, 2024",activated,"April 12, 2024",,
AltText.ai,License Tier 3,"February 09, 2024",activated,"April 09, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
SuiteDash,Code-based,"February 08, 2024",redeemed,"April 08, 2024",,
Consolto,License Tier 5,"January 31, 2024",activated,"March 31, 2024",,
SuiteDash,Code-based,"January 28, 2024",redeemed,"March 28, 2024",,
SuiteDash,Code-based,"January 28, 2024",redeemed,"March 28, 2024",,
SuiteDash,Code-based,"January 28, 2024",redeemed,"March 28, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 27, 2024",redeemed,"March 27, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 25, 2024",redeemed,"March 25, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
SuiteDash,Code-based,"January 21, 2024",redeemed,"March 21, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
Happierleads,Code-based,"January 02, 2024",redeemed,"March 02, 2024",,
VBOUT,License Tier 5,"November 28, 2023",activated,"January 27, 2024",,
Modeliks,Code-based,"November 27, 2023",expired,"January 26, 2024",,
Modeliks,Code-based,"October 30, 2023",redeemed,"December 29, 2023",,
Modeliks,Code-based,"October 30, 2023",expired,"December 29, 2023",,
Afforai,License Tier 3,"October 30, 2023",activated,"December 29, 2023",,
Blogify,Code-based,"October 06, 2023",redeemed,"December 05, 2023",,
Blogify,Code-based,"October 06, 2023",redeemed,"December 05, 2023",,
Blogify,Code-based,"October 06, 2023",expired,"December 05, 2023",,
SMS-iT CRM,License Tier 4,"September 30, 2023",activated,"November 29, 2023",,
Sessions,License Tier 5,"September 08, 2023",activated,"November 07, 2023",,
Activepieces,License Tier 3,"August 26, 2023",activated,"October 25, 2023",,
Radiolize,License Tier 3,"August 15, 2023",activated,"October 14, 2023",,
SheetMagic: ChatGPT + Google Sheets Integration,Code-based,"August 12, 2023",redeemed,"October 11, 2023",,
SheetMagic: ChatGPT + Google Sheets Integration,Code-based,"August 12, 2023",redeemed,"October 11, 2023",,
SheetMagic: ChatGPT + Google Sheets Integration,Code-based,"August 12, 2023",redeemed,"October 11, 2023",,
SheetMagic: ChatGPT + Google Sheets Integration,Code-based,"August 12, 2023",redeemed,"October 11, 2023",,
TaskMagic,License Tier 4,"August 09, 2023",activated,"October 08, 2023",,
Vista Social,License Tier 4,"July 20, 2023",activated,"September 18, 2023",,
Missinglettr,Code-based,"July 18, 2023",redeemed,"September 16, 2023",,
Missinglettr,Code-based,"July 18, 2023",redeemed,"September 16, 2023",,
Missinglettr,Code-based,"July 18, 2023",expired,"September 16, 2023",,
Chargebee,Code-based,"July 18, 2023",redeemed,"September 16, 2023",,
"Content Creation, Productivity, and Entrepreneurship",Digital Download,"July 10, 2023",expired,"September 08, 2023",,
Power Personas,Code-based,"June 18, 2023",expired,"August 17, 2023",,
Sticker Mule Custom Magnets,Code-based,"June 17, 2023",expired,"August 16, 2023",,
Adscook,License Tier 3,"June 16, 2023",activated,"August 15, 2023",,
illow,License Tier 3,"June 15, 2023",activated,"August 14, 2023",,
BIGVU,Code-based,"June 15, 2023",expired,"August 14, 2023",,
PubCoder - Plus exclusive,License Tier 3,"June 15, 2023",activated,"August 14, 2023",,
Albato,License Tier 3,"June 14, 2023",activated,"August 13, 2023",,
If-So - Plus exclusive,Code-based,"June 14, 2023",redeemed,"August 13, 2023",,
If-So - Plus exclusive,Code-based,"June 14, 2023",redeemed,"August 13, 2023",,
If-So - Plus exclusive,Code-based,"June 14, 2023",redeemed,"August 13, 2023",,
If-So - Plus exclusive,Code-based,"June 14, 2023",redeemed,"August 13, 2023",,
If-So - Plus exclusive,Code-based,"June 14, 2023",redeemed,"August 13, 2023",,
Textmetrics SME,Code-based,"June 11, 2023",redeemed,"August 10, 2023",,
Textmetrics SME,Code-based,"June 11, 2023",redeemed,"August 10, 2023",,
Textmetrics SME,Code-based,"June 11, 2023",redeemed,"August 10, 2023",,
ScreenRun,Code-based,"June 11, 2023",redeemed,"August 10, 2023",,
UPDF - PDF Editor All Platforms for Individuals,Code-based,"June 11, 2023",redeemed,"August 10, 2023",,
Utrrr Text To Speech,Code-based,"June 04, 2023",expired,"August 03, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",redeemed,"August 02, 2023",,
Sparrow - Plus exclusive,Code-based,"June 03, 2023",expired,"August 02, 2023",,
Voilà,License Tier 2,"May 28, 2023",activated,"July 27, 2023",,
RepliQ,License Tier 3,"May 28, 2023",activated,"July 27, 2023",,
Chatbase,License Tier 2,"May 27, 2023",activated,"July 26, 2023",,
Notice,License Tier 2,"May 18, 2023",activated,"July 17, 2023",,
CubeWP - Plus exclusive,License Tier 4,"May 18, 2023",activated,"July 17, 2023",,
Copilotly,License Tier 3,"May 18, 2023",activated,"July 17, 2023",,
Fouita Smart Widgets,Code-based,"May 16, 2023",redeemed,"July 15, 2023",,
Fouita Smart Widgets,Code-based,"May 16, 2023",redeemed,"July 15, 2023",,
Creasquare,License Tier 4,"May 16, 2023",activated,"July 15, 2023",,
Stepsy,Code-based,"May 16, 2023",redeemed,"July 15, 2023",,
